Order,PC1,PC2,Position,Zone,Name,Photo,Nationality,Club,Club Logo,Preferred Foot,Overall,Potential,ShortPassing,Volleys,Dribbling,FKAccuracy,LongPassing,SprintSpeed,Agility,ShotPower,Jumping,Stamina,Strength
229,18.83761998,-1.67808128,GK,GoalKeper,G. Donnarumma,https://cdn.sofifa.org/players/4/19/230621.png,Italy,Milan,https://cdn.sofifa.org/teams/2/light/47.png,Right,82,93,34,8,28,14,24,54,64,24,72,34,72
230,-6.294519276,1.773000354,RCM,Midfield,Rosberto Dourado,https://cdn.sofifa.org/players/4/19/230258.png,Brazil,Atlético Mineiro,https://cdn.sofifa.org/teams/2/light/1035.png,Right,82,82,82,57,77,57,78,81,72,60,43,93,68
231,-3.409408857,3.595586731,RCB,Defense,Juiano Mestres,https://cdn.sofifa.org/players/4/19/230225.png,Brazil,Cruzeiro,https://cdn.sofifa.org/teams/2/light/568.png,Right,82,82,67,63,60,58,58,74,61,74,91,76,79
232,19.6982719,-1.030142733,GK,GoalKeper,Raphaelito Anjos,https://cdn.sofifa.org/players/4/19/230168.png,Brazil,Grêmio,https://cdn.sofifa.org/teams/2/light/1629.png,Right,82,82,18,8,9,18,16,42,34,21,67,29,79
233,-6.715118126,-4.380175903,RM,Midfield,Gelson Martins,https://cdn.sofifa.org/players/4/19/227055.png,Portugal,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,Right,82,87,78,74,85,60,55,94,94,72,65,87,48
234,-5.981425237,-4.330483414,LM,Midfield,Gonçalo Guedes,https://cdn.sofifa.org/players/4/19/224411.png,Portugal,Valencia CF,https://cdn.sofifa.org/teams/2/light/461.png,Right,82,86,77,71,86,70,68,90,85,81,65,81,62
235,-7.409917827,0.873220947,LCM,Midfield,L. Torreira,https://cdn.sofifa.org/players/4/19/223959.png,Uruguay,Arsenal,https://cdn.sofifa.org/teams/2/light/1.png,Right,82,87,83,65,78,76,77,74,83,78,52,85,66
236,-5.907125665,-6.013255094,RW,Midfield,Malcom,https://cdn.sofifa.org/players/4/19/222737.png,Brazil,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,Left,82,89,82,71,85,81,73,82,92,85,58,74,64
237,18.37648434,-2.496789533,GK,GoalKeper,Pau López,https://cdn.sofifa.org/players/4/19/221087.png,Spain,Real Betis,https://cdn.sofifa.org/teams/2/light/449.png,Left,82,87,38,17,18,21,41,52,40,21,68,42,52
238,-4.894159279,3.750273153,LB,Defense,L. Hernández,https://cdn.sofifa.org/players/4/19/220814.png,France,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,Left,82,88,80,38,65,28,63,84,70,62,83,82,76
239,-2.399407651,5.105687158,LCB,Defense,C. Lenglet,https://cdn.sofifa.org/players/4/19/220440.png,France,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,Left,82,88,78,24,60,27,69,73,62,58,79,73,80
240,-5.64409363,-5.185917472,LCM,Midfield,A. Kramari?,https://cdn.sofifa.org/players/4/19/216354.png,Croatia,TSG 1899 Hoffenheim,https://cdn.sofifa.org/teams/2/light/10029.png,Right,82,83,79,84,87,74,53,72,82,82,69,76,68
241,-6.096819997,1.653318176,LB,Defense,A. Robertson,https://cdn.sofifa.org/players/4/19/216267.png,Scotland,Liverpool,https://cdn.sofifa.org/teams/2/light/9.png,Left,82,87,76,32,76,30,68,86,78,67,59,89,66
242,-4.60523759,2.787124602,RCM,Midfield,Dani García,https://cdn.sofifa.org/players/4/19/216194.png,Spain,Athletic Club de Bilbao,https://cdn.sofifa.org/teams/2/light/448.png,Right,82,83,86,52,66,57,81,35,67,74,65,88,75
243,-7.15051179,-3.033762189,RM,Midfield,F. Bernardeschi,https://cdn.sofifa.org/players/4/19/212404.png,Italy,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,Left,82,87,82,74,86,80,72,83,85,82,49,80,63
244,-4.816091499,-4.782493236,LM,Midfield,J. Brandt,https://cdn.sofifa.org/players/4/19/212194.png,Germany,Bayer 04 Leverkusen,https://cdn.sofifa.org/teams/2/light/32.png,Right,82,88,82,66,87,59,69,84,82,80,63,73,69
245,-1.130637896,5.732388304,CB,Defense,D. Rugani,https://cdn.sofifa.org/players/4/19/211320.png,Italy,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,Right,82,86,65,35,64,25,59,67,59,58,81,67,79
246,-5.44974436,-4.24217217,RM,Midfield,Samu Castillejo,https://cdn.sofifa.org/players/4/19/210617.png,Spain,Milan,https://cdn.sofifa.org/teams/2/light/47.png,Left,82,86,80,58,85,75,77,86,83,78,63,55,50
247,-7.854861097,0.552797544,RB,Defense,João Cancelo,https://cdn.sofifa.org/players/4/19/210514.png,Portugal,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,Right,82,88,78,62,84,69,75,91,78,80,73,89,66
248,-1.593996016,5.79720114,LCB,Defense,A. Romagnoli,https://cdn.sofifa.org/players/4/19/210413.png,Italy,Milan,https://cdn.sofifa.org/teams/2/light/47.png,Left,82,89,70,28,65,24,69,69,60,64,78,75,81
249,-6.334741357,2.622710247,CDM,Midfield,T. Partey,https://cdn.sofifa.org/players/4/19/209989.png,Ghana,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,Right,82,88,85,53,78,58,79,76,72,79,84,87,81
250,-7.983319952,-0.552951252,CM,Midfield,Fred,https://cdn.sofifa.org/players/4/19/209297.png,Brazil,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,Left,82,84,85,70,79,72,80,79,84,76,83,87,61
251,-6.007850955,-1.976528838,ST,Attack,J. Vardy,https://cdn.sofifa.org/players/4/19/208830.png,England,Leicester City,https://cdn.sofifa.org/teams/2/light/95.png,Right,82,82,65,82,76,57,48,91,75,85,76,86,67
252,-4.430863853,-2.921138314,LS,Attack,A. Belotti,https://cdn.sofifa.org/players/4/19/208596.png,Italy,Torino,https://cdn.sofifa.org/teams/2/light/54.png,Right,82,87,68,80,78,56,42,79,79,81,83,83,84
253,-5.322513815,-4.621281647,LM,Midfield,E. Forsberg,https://cdn.sofifa.org/players/4/19/208448.png,Sweden,RB Leipzig,https://cdn.sofifa.org/teams/2/light/112172.png,Right,82,83,85,67,82,77,69,70,81,73,53,74,62
254,-7.321888841,-3.092684763,CAM,Midfield,J. Lingard,https://cdn.sofifa.org/players/4/19/207494.png,England,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,Right,82,83,78,70,83,63,66,82,86,80,63,87,53
255,-5.596271478,-1.820899726,LCM,Midfield,F. Vázquez,https://cdn.sofifa.org/players/4/19/207471.png,Argentina,Sevilla FC,https://cdn.sofifa.org/teams/2/light/481.png,Left,82,82,84,81,86,68,78,62,69,76,44,61,79
256,-6.470759225,-4.367959968,RM,Midfield,E. Viš?a,https://cdn.sofifa.org/players/4/19/205678.png,Bosnia Herzegovina,Medipol Ba?ak?ehir FK,https://cdn.sofifa.org/teams/2/light/101014.png,Right,82,82,78,74,82,60,69,89,93,79,69,84,58
257,-2.459629987,5.236229862,CB,Defense,A. Rüdiger,https://cdn.sofifa.org/players/4/19/205452.png,Germany,Chelsea,https://cdn.sofifa.org/teams/2/light/5.png,Right,82,84,75,34,59,56,72,78,59,70,73,60,82
258,-8.678650559,-0.470642798,RB,Defense,A. Florenzi,https://cdn.sofifa.org/players/4/19/203551.png,Italy,Roma,https://cdn.sofifa.org/teams/2/light/52.png,Right,82,83,77,87,78,79,75,84,87,82,74,90,67
259,-2.761396068,5.45217017,LCB,Defense,H. Maguire,https://cdn.sofifa.org/players/4/19/203263.png,England,Leicester City,https://cdn.sofifa.org/teams/2/light/95.png,Right,82,85,77,41,70,46,72,53,52,68,74,68,89
260,-7.499036126,1.878498613,RM,Midfield,T. Meunier,https://cdn.sofifa.org/players/4/19/202371.png,Belgium,Paris Saint-Germain,https://cdn.sofifa.org/teams/2/light/73.png,Right,82,83,82,79,75,56,74,81,63,77,72,92,85
261,-3.020973292,4.956640696,CB,Defense,S. Sané,https://cdn.sofifa.org/players/4/19/201956.png,Senegal,FC Schalke 04,https://cdn.sofifa.org/teams/2/light/34.png,Right,82,82,73,26,64,58,71,62,60,77,47,69,88
262,-7.654439038,2.50021763,CM,Midfield,G. Kondogbia,https://cdn.sofifa.org/players/4/19/201455.png,Central African Rep.,Valencia CF,https://cdn.sofifa.org/teams/2/light/461.png,Left,82,85,81,59,78,56,79,76,76,86,83,85,91
263,-7.266821703,-1.468109642,CAM,Midfield,Rafinha,https://cdn.sofifa.org/players/4/19/201400.png,Brazil,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,Left,82,87,86,76,87,61,76,70,80,79,73,67,66
264,-3.749513256,4.218580898,LCB,Defense,Gabriel Paulista,https://cdn.sofifa.org/players/4/19/201305.png,Brazil,Valencia CF,https://cdn.sofifa.org/teams/2/light/461.png,Right,82,83,74,48,60,46,69,74,69,61,83,72,82
265,-4.640022358,-3.680994644,ST,Attack,Morata,https://cdn.sofifa.org/players/4/19/201153.png,Spain,Chelsea,https://cdn.sofifa.org/teams/2/light/5.png,Right,82,85,78,80,83,44,51,86,66,80,84,68,78
266,18.45936921,-2.137746222,GK,GoalKeper,J. Cillessen,https://cdn.sofifa.org/players/4/19/199987.png,Netherlands,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,Right,82,84,47,19,12,10,33,50,48,35,71,40,67
267,-6.703488423,-5.191512925,RS,Attack,W. Ben Yedder,https://cdn.sofifa.org/players/4/19/199451.png,France,Sevilla FC,https://cdn.sofifa.org/teams/2/light/481.png,Right,82,82,78,78,84,76,66,83,91,79,81,69,60
268,-5.807897579,-3.836952483,ST,Attack,C. Bakambu,https://cdn.sofifa.org/players/4/19/198951.png,DR Congo,Beijing Sinobo Guoan FC,https://cdn.sofifa.org/teams/2/light/111768.png,Right,82,83,75,80,80,54,66,88,80,84,79,79,76
269,-6.639766381,-3.589356685,RCM,Midfield,Pablo Sarabia,https://cdn.sofifa.org/players/4/19/198950.png,Spain,Sevilla FC,https://cdn.sofifa.org/teams/2/light/481.png,Left,82,83,83,64,86,74,77,76,80,76,40,72,58
270,-5.284020839,-4.952841203,LS,Attack,W. Zaha,https://cdn.sofifa.org/players/4/19/198717.png,Ivory Coast,Crystal Palace,https://cdn.sofifa.org/teams/2/light/1799.png,Right,82,85,75,61,90,51,65,92,88,78,57,76,75
271,-5.827792697,-5.057910277,CF,Attack,Luis Alberto,https://cdn.sofifa.org/players/4/19/198706.png,Spain,Lazio,https://cdn.sofifa.org/teams/2/light/46.png,Right,82,85,88,76,86,81,87,72,79,77,54,73,67
272,-7.564363672,-2.466247164,LF,Attack,Jonathan Viera,https://cdn.sofifa.org/players/4/19/198164.png,Spain,Beijing Sinobo Guoan FC,https://cdn.sofifa.org/teams/2/light/111768.png,Right,82,82,84,65,84,76,78,76,89,70,88,79,67
273,-5.647167834,2.660337032,CB,Defense,Bartra,https://cdn.sofifa.org/players/4/19/198141.png,Spain,Real Betis,https://cdn.sofifa.org/teams/2/light/449.png,Right,82,83,79,43,70,45,78,72,72,66,89,67,71
274,-0.816728234,6.477625027,RCB,Defense,S. Coates,https://cdn.sofifa.org/players/4/19/197655.png,Uruguay,Sporting CP,https://cdn.sofifa.org/teams/2/light/237.png,Right,82,83,72,39,64,19,70,64,32,50,54,81,94
275,-4.262005521,-2.280810593,ST,Attack,Willian José,https://cdn.sofifa.org/players/4/19/195093.png,Brazil,Real Sociedad,https://cdn.sofifa.org/teams/2/light/457.png,Right,82,83,78,80,79,71,50,65,65,84,72,73,90
276,-6.440141082,2.489932585,RB,Defense,Mário Fernandes,https://cdn.sofifa.org/players/4/19/193525.png,Russia,PFC CSKA Moscow,https://cdn.sofifa.org/teams/2/light/315.png,Right,82,82,78,52,77,39,74,85,79,71,84,87,75
277,-2.352142779,5.360975775,LCB,Defense,Víctor Ruiz,https://cdn.sofifa.org/players/4/19/193469.png,Spain,Villarreal CF,https://cdn.sofifa.org/teams/2/light/483.png,Left,82,83,74,39,53,46,70,59,56,59,78,72,87
278,-7.623735845,1.897947777,LCM,Midfield,T. Delaney,https://cdn.sofifa.org/players/4/19/193283.png,Denmark,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,Left,82,83,79,66,73,68,77,78,73,78,91,90,79
279,19.31649254,-1.272416108,GK,GoalKeper,K. Casteels,https://cdn.sofifa.org/players/4/19/192984.png,Belgium,VfL Wolfsburg,https://cdn.sofifa.org/teams/2/light/175.png,Left,82,85,35,13,14,13,37,46,50,21,58,44,72
280,-7.654782756,-2.418283399,CM,Midfield,M. Götze,https://cdn.sofifa.org/players/4/19/192318.png,Germany,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,Right,82,85,87,86,84,72,82,64,86,68,58,73,68
281,-3.481958879,3.995612065,RCB,Defense,S. Mustafi,https://cdn.sofifa.org/players/4/19/192227.png,Germany,Arsenal,https://cdn.sofifa.org/teams/2/light/1.png,Right,82,84,77,51,53,47,69,65,63,66,83,68,78
282,-6.88541047,-2.074229985,CAM,Midfield,J. Pastore,https://cdn.sofifa.org/players/4/19/191180.png,Argentina,Roma,https://cdn.sofifa.org/teams/2/light/52.png,Right,82,82,86,78,87,69,83,69,79,78,49,62,64
283,-6.040338025,-4.617600674,RW,Midfield,Pedro,https://cdn.sofifa.org/players/4/19/189505.png,Spain,Chelsea,https://cdn.sofifa.org/teams/2/light/5.png,Right,82,82,80,70,84,57,71,74,82,77,66,70,47
284,-8.331500517,-0.60427277,CM,Midfield,G. Bonaventura,https://cdn.sofifa.org/players/4/19/189125.png,Italy,Milan,https://cdn.sofifa.org/teams/2/light/47.png,Right,82,82,84,78,83,78,80,77,77,84,69,84,66
285,19.0965972,-1.546428924,GK,GoalKeper,R. Bürki,https://cdn.sofifa.org/players/4/19/189117.png,Switzerland,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,Right,82,85,37,13,12,12,24,54,49,22,74,36,74
286,-6.760292137,-3.962254787,LM,Midfield,Taison,https://cdn.sofifa.org/players/4/19/188803.png,Brazil,Shakhtar Donetsk,https://cdn.sofifa.org/teams/2/light/101059.png,Right,82,82,77,82,87,73,75,91,90,83,62,79,62
287,-5.199035919,4.252157611,CDM,Midfield,S. Nzonzi,https://cdn.sofifa.org/players/4/19/187936.png,France,Roma,https://cdn.sofifa.org/teams/2/light/52.png,Right,82,82,79,55,72,42,77,55,36,79,75,86,92
288,-7.261949562,-4.032411405,RM,Midfield,Marlos,https://cdn.sofifa.org/players/4/19/187754.png,Ukraine,Shakhtar Donetsk,https://cdn.sofifa.org/teams/2/light/101059.png,Left,82,82,81,68,87,72,73,82,92,77,68,78,62
289,-7.3455199,-0.242653209,CAM,Midfield,A. Ramsey,https://cdn.sofifa.org/players/4/19/186561.png,Wales,Arsenal,https://cdn.sofifa.org/teams/2/light/1.png,Right,82,83,84,79,81,66,80,69,73,81,66,89,67
290,-7.356174466,0.915222381,RB,Defense,K. Trippier,https://cdn.sofifa.org/players/4/19/186345.png,England,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,Right,82,82,79,54,75,83,78,75,74,75,73,88,65
291,-7.646341294,2.034674074,LB,Defense,A. Kolarov,https://cdn.sofifa.org/players/4/19/185103.png,Serbia,Roma,https://cdn.sofifa.org/teams/2/light/52.png,Left,82,82,77,64,79,86,77,70,63,91,80,84,77
292,-6.850424985,-1.691614067,CAM,Midfield,G. Sigurðsson,https://cdn.sofifa.org/players/4/19/184484.png,Iceland,Everton,https://cdn.sofifa.org/teams/2/light/7.png,Right,82,82,84,75,80,86,80,55,68,83,68,86,68
293,-6.559868743,-6.818138498,CF,Attack,S. Giovinco,https://cdn.sofifa.org/players/4/19/184431.png,Italy,Toronto FC,https://cdn.sofifa.org/teams/2/light/111651.png,Right,82,82,80,75,86,93,76,80,94,80,34,77,42
294,-6.619939892,-2.102915138,LS,Attack,M. Arnautovi?,https://cdn.sofifa.org/players/4/19/184200.png,Austria,West Ham United,https://cdn.sofifa.org/teams/2/light/19.png,Right,82,82,78,79,84,72,74,83,70,84,67,78,84
295,-6.22493044,-4.330986333,CAM,Midfield,N. Gaitán,https://cdn.sofifa.org/players/4/19/184144.png,Argentina,Dalian YiFang FC,https://cdn.sofifa.org/teams/2/light/112378.png,Left,82,82,81,81,84,72,75,79,87,72,81,69,46
296,-7.415686349,1.404973549,RCM,Midfield,J. Henderson,https://cdn.sofifa.org/players/4/19/183711.png,England,Liverpool,https://cdn.sofifa.org/teams/2/light/9.png,Right,82,82,84,72,73,74,84,66,70,77,79,91,72
297,-6.891148683,-3.384218548,ST,Attack,M. Kruse,https://cdn.sofifa.org/players/4/19/183574.png,Germany,SV Werder Bremen,https://cdn.sofifa.org/teams/2/light/38.png,Left,82,82,84,80,82,69,80,67,74,81,65,71,72
298,-7.575136144,1.640394676,RDM,Midfield,M. Parolo,https://cdn.sofifa.org/players/4/19/183498.png,Italy,Lazio,https://cdn.sofifa.org/teams/2/light/46.png,Right,82,82,80,76,75,55,83,69,67,87,77,88,77
299,-3.94465187,4.237994278,CDM,Midfield,L. Fejsa,https://cdn.sofifa.org/players/4/19/183376.png,Serbia,SL Benfica,https://cdn.sofifa.org/teams/2/light/234.png,Right,82,82,78,53,68,57,74,55,57,73,73,90,78
300,-2.066630031,5.600199738,RCB,Defense,A. Rami,https://cdn.sofifa.org/players/4/19/183280.png,France,Olympique de Marseille,https://cdn.sofifa.org/teams/2/light/219.png,Right,82,82,66,45,56,55,68,67,54,77,76,84,91
301,-3.416048747,4.623872115,LCB,Defense,V. ?orluka,https://cdn.sofifa.org/players/4/19/181786.png,Croatia,Lokomotiv Moscow,https://cdn.sofifa.org/teams/2/light/100765.png,Right,82,82,70,38,65,60,72,65,57,64,81,80,86
302,-7.998625126,-0.402175613,CAM,Midfield,G. Wijnaldum,https://cdn.sofifa.org/players/4/19/181291.png,Netherlands,Liverpool,https://cdn.sofifa.org/teams/2/light/9.png,Right,82,82,84,73,84,70,76,76,80,76,80,85,72
303,-0.245074821,7.113126091,LCB,Defense,F. Fazio,https://cdn.sofifa.org/players/4/19/179847.png,Argentina,Roma,https://cdn.sofifa.org/teams/2/light/52.png,Right,82,82,64,35,48,37,62,43,29,63,41,74,91
304,-4.046453336,-1.306260746,ST,Attack,O. Giroud,https://cdn.sofifa.org/players/4/19/178509.png,France,Chelsea,https://cdn.sofifa.org/teams/2/light/5.png,Left,82,82,79,82,70,65,58,50,57,85,84,62,88
305,-2.166831681,5.301911997,CB,Defense,Marcano,https://cdn.sofifa.org/players/4/19/173521.png,Spain,Roma,https://cdn.sofifa.org/teams/2/light/52.png,Left,82,82,76,34,54,37,67,69,58,65,91,78,77
306,-7.65923405,-0.457712902,CM,Midfield,A. Guardado,https://cdn.sofifa.org/players/4/19/171897.png,Mexico,Real Betis,https://cdn.sofifa.org/teams/2/light/449.png,Left,82,82,85,69,80,81,83,73,81,74,74,84,57
307,-2.839066221,4.660748513,RCB,Defense,E. Garay,https://cdn.sofifa.org/players/4/19/170481.png,Argentina,Valencia CF,https://cdn.sofifa.org/teams/2/light/461.png,Right,82,82,69,49,60,74,72,36,54,80,76,62,88
308,-0.145410953,6.608413351,LCB,Defense,Jardel,https://cdn.sofifa.org/players/4/19/168530.png,Brazil,SL Benfica,https://cdn.sofifa.org/teams/2/light/234.png,Right,82,82,68,27,52,35,53,63,35,58,77,68,89
309,19.28576923,-1.787131936,GK,GoalKeper,S. Sirigu,https://cdn.sofifa.org/players/4/19/168435.png,Italy,Torino,https://cdn.sofifa.org/teams/2/light/54.png,Right,82,82,23,12,15,11,28,51,52,20,68,34,66
310,19.70450633,-1.299651854,GK,GoalKeper,E. Viviano,https://cdn.sofifa.org/players/4/19/168354.png,Italy,Sporting CP,https://cdn.sofifa.org/teams/2/light/237.png,Left,82,82,36,13,18,16,37,33,35,21,66,29,58
311,-2.32820408,4.806867616,CB,Defense,L. Koscielny,https://cdn.sofifa.org/players/4/19/165229.png,France,Arsenal,https://cdn.sofifa.org/teams/2/light/1.png,Right,82,82,76,35,62,49,69,66,65,54,78,62,75
312,19.39840057,-2.285385932,GK,GoalKeper,A. Consigli,https://cdn.sofifa.org/players/4/19/163489.png,Italy,Sassuolo,https://cdn.sofifa.org/teams/2/light/111974.png,Right,82,82,31,19,10,15,27,34,57,24,80,31,51
313,-6.92092756,0.76491881,CDM,Midfield,L. Biglia,https://cdn.sofifa.org/players/4/19/158963.png,Argentina,Milan,https://cdn.sofifa.org/teams/2/light/47.png,Right,82,82,86,78,80,76,82,65,76,77,62,75,65
314,-8.524969486,-0.213955029,RB,Defense,Dani Alves,https://cdn.sofifa.org/players/4/19/146530.png,Brazil,Paris Saint-Germain,https://cdn.sofifa.org/teams/2/light/73.png,Right,82,82,81,68,84,74,79,79,84,86,80,74,55
315,-5.889784297,-4.723039903,ST,Attack,David Villa,https://cdn.sofifa.org/players/4/19/113422.png,Spain,New York City FC,https://cdn.sofifa.org/teams/2/light/112828.png,Right,82,82,76,79,83,80,67,67,71,81,67,70,66
316,-4.716192191,-1.260194327,ST,Attack,Aduriz,https://cdn.sofifa.org/players/4/19/106231.png,Spain,Athletic Club de Bilbao,https://cdn.sofifa.org/teams/2/light/448.png,Right,82,82,72,80,76,54,52,66,50,82,90,60,82
317,19.35747559,-1.515252409,GK,GoalKeper,P. ?ech,https://cdn.sofifa.org/players/4/19/48940.png,Czech Republic,Arsenal,https://cdn.sofifa.org/teams/2/light/1.png,Left,82,82,35,17,12,19,33,38,46,21,50,32,63
318,18.30532847,-2.170495277,GK,GoalKeper,Casillas,https://cdn.sofifa.org/players/4/19/5479.png,Spain,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,Left,82,82,21,14,25,13,22,57,62,28,77,43,70
319,-6.240743751,-4.029665708,LW,Midfield,M. Rashford,https://cdn.sofifa.org/players/4/19/231677.png,England,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,Right,81,89,75,72,83,78,65,93,88,87,68,79,71
320,-4.782200099,-6.467440451,CAM,Midfield,Laure Santeiro,https://cdn.sofifa.org/players/4/19/230271.png,Brazil,Fluminense,https://cdn.sofifa.org/teams/2/light/567.png,Left,81,81,79,67,82,75,80,78,89,67,44,67,48
321,-5.471527823,-5.231636441,LM,Midfield,L. Bailey,https://cdn.sofifa.org/players/4/19/229906.png,Jamaica,Bayer 04 Leverkusen,https://cdn.sofifa.org/teams/2/light/32.png,Left,81,89,75,75,86,73,66,90,86,79,86,76,59
322,-3.463326169,4.521601774,LCB,Defense,M. Akanji,https://cdn.sofifa.org/players/4/19/229237.png,Switzerland,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,Right,81,87,78,40,67,27,76,86,69,58,78,76,84
323,-7.003203812,0.376695024,LDM,Midfield,F. de Jong,https://cdn.sofifa.org/players/4/19/228702.png,Netherlands,Ajax,https://cdn.sofifa.org/teams/2/light/245.png,Right,81,89,87,64,86,61,82,76,84,68,76,74,69
324,-6.096181632,1.063675706,RB,Defense,Nélson Semedo,https://cdn.sofifa.org/players/4/19/227928.png,Portugal,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,Right,81,86,73,42,80,30,65,92,88,74,80,91,62
325,-6.977911106,-0.333633328,CAM,Midfield,Pablo Fornals,https://cdn.sofifa.org/players/4/19/226456.png,Spain,Villarreal CF,https://cdn.sofifa.org/teams/2/light/483.png,Right,81,86,84,70,81,60,80,66,79,75,59,77,67
326,-7.146770344,-0.074145607,LM,Midfield,Fabián,https://cdn.sofifa.org/players/4/19/226271.png,Spain,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,Left,81,89,80,65,81,59,80,67,73,75,46,73,69
327,-2.318836011,4.600622002,CB,Defense,E. Bailly,https://cdn.sofifa.org/players/4/19/225508.png,Ivory Coast,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,Right,81,87,70,42,60,43,56,79,65,55,85,72,85
328,-6.789597441,-0.567626835,LCM,Midfield,Dani Ceballos,https://cdn.sofifa.org/players/4/19/222509.png,Spain,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,Right,81,88,83,62,85,63,80,67,82,64,52,75,62
329,-5.967619299,-4.305502254,LS,Attack,H. Lozano,https://cdn.sofifa.org/players/4/19/221992.png,Mexico,PSV,https://cdn.sofifa.org/teams/2/light/247.png,Right,81,86,74,75,84,65,67,93,91,76,75,80,59
330,-6.741915615,-2.872261828,LS,Attack,Morales,https://cdn.sofifa.org/players/4/19/216475.png,Spain,Levante UD,https://cdn.sofifa.org/teams/2/light/1853.png,Right,81,81,75,64,87,72,68,88,78,76,62,82,60
331,-7.341141354,-0.672361994,LDM,Midfield,J. Seri,https://cdn.sofifa.org/players/4/19/216451.png,Ivory Coast,Fulham,https://cdn.sofifa.org/teams/2/light/144.png,Right,81,82,86,47,78,81,84,70,82,78,69,75,63
332,-6.059322848,-4.960136614,RM,Midfield,M. Politano,https://cdn.sofifa.org/players/4/19/216409.png,Italy,Inter,https://cdn.sofifa.org/teams/2/light/44.png,Left,81,84,78,73,84,75,74,84,90,78,50,79,45
333,-7.598104785,0.274238339,LDM,Midfield,M. Brozovi?,https://cdn.sofifa.org/players/4/19/216352.png,Croatia,Inter,https://cdn.sofifa.org/teams/2/light/44.png,Right,81,84,83,65,81,74,83,70,74,80,68,84,66
334,-5.308547076,-2.758278821,LW,Midfield,Williams,https://cdn.sofifa.org/players/4/19/216201.png,Spain,Athletic Club de Bilbao,https://cdn.sofifa.org/teams/2/light/448.png,Right,81,87,79,68,82,53,66,94,80,85,86,75,85
335,-6.740918845,-3.898180498,RM,Midfield,A. Correa,https://cdn.sofifa.org/players/4/19/214997.png,Argentina,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,Right,81,87,73,79,87,65,65,82,87,80,50,74,63
336,-1.999773465,5.306411112,LCB,Defense,A. Christensen,https://cdn.sofifa.org/players/4/19/213661.png,Denmark,Chelsea,https://cdn.sofifa.org/teams/2/light/5.png,Right,81,88,77,25,68,22,72,70,61,31,72,69,73
337,-6.891691039,-1.118589391,CAM,Midfield,João Mário,https://cdn.sofifa.org/players/4/19/212814.png,Portugal,Inter,https://cdn.sofifa.org/teams/2/light/44.png,Right,81,84,83,69,83,67,78,69,81,76,64,79,68
338,19.73165296,-1.744838091,GK,GoalKeper,T. Strakosha,https://cdn.sofifa.org/players/4/19/212151.png,Albania,Lazio,https://cdn.sofifa.org/teams/2/light/46.png,Right,81,86,26,11,14,12,22,46,31,18,49,23,56
339,-4.95196346,2.760903273,RB,Defense,E. Hysaj,https://cdn.sofifa.org/players/4/19/210864.png,Albania,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,Right,81,86,77,40,75,30,70,82,76,68,69,87,69
340,-7.312315077,-1.368488926,RCM,Midfield,P. Zieli?ski,https://cdn.sofifa.org/players/4/19/210406.png,Poland,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,Right,81,88,82,70,84,65,79,84,79,76,54,72,54
341,-7.325971086,0.349094844,RB,Defense,Ricardo Pereira,https://cdn.sofifa.org/players/4/19/210243.png,Portugal,Leicester City,https://cdn.sofifa.org/teams/2/light/95.png,Right,81,85,80,56,83,45,78,87,82,67,74,84,60
342,-7.301028794,0.328680198,LB,Defense,Grimaldo,https://cdn.sofifa.org/players/4/19/210035.png,Spain,SL Benfica,https://cdn.sofifa.org/teams/2/light/234.png,Left,81,87,79,58,83,82,78,83,85,78,64,83,63
343,-8.010727637,-1.334275513,LM,Midfield,R. Guerreiro,https://cdn.sofifa.org/players/4/19/209889.png,Portugal,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,Left,81,86,84,78,83,82,75,68,88,79,63,72,49
